model,ith run, road_block, max_speed_slow, max_speed_fast, fast_car_ratio, density, total_all_cars_distance, total_slow_cars_distance, total_fast_cars_distance, worst_case_distance_slow_cars, worst_cast_distance_fast_cars, best_case_distance_slow_car, best_case_distance_fast_car,num_slow_cars,num_fast_cars,global_speed_rule,slack,distance_look_ahead
NS,1,0,-1,8,1.0,0.05,1384987,0,1384987,999999999,27528,-1,27901,0,50,false,3,7
NS,2,0,-1,8,1.0,0.05,1385598,0,1385598,999999999,27565,-1,27909,0,50,false,3,7
NS,3,0,-1,8,1.0,0.05,1385965,0,1385965,999999999,27544,-1,27927,0,50,false,3,7
NS,4,0,-1,8,1.0,0.05,1384715,0,1384715,999999999,27530,-1,27886,0,50,false,3,7
NS,0,1,-1,11,1.0,0.05,1879904,0,1879904,999999999,36207,-1,38050,0,50,false,3,7
NS,1,1,-1,11,1.0,0.05,1913697,0,1913697,999999999,37604,-1,38494,0,50,false,3,7
NS,2,1,-1,11,1.0,0.05,1680922,0,1680922,999999999,31781,-1,34519,0,50,false,3,7
NS,3,1,-1,11,1.0,0.05,1915274,0,1915274,999999999,37634,-1,38567,0,50,false,3,7
NS,4,1,-1,11,1.0,0.05,1905789,0,1905789,999999999,37079,-1,38444,0,50,false,3,7
NS,0,0,-1,11,1.0,0.05,1932067,0,1932067,999999999,38588,-1,38683,0,50,false,3,7
NS,1,0,-1,11,1.0,0.05,1932266,0,1932266,999999999,38604,-1,38705,0,50,false,3,7
NS,2,0,-1,11,1.0,0.05,1931973,0,1931973,999999999,38603,-1,38705,0,50,false,3,7
NS,3,0,-1,11,1.0,0.05,1932016,0,1932016,999999999,38610,-1,38702,0,50,false,3,7
NS,4,0,-1,11,1.0,0.05,1931967,0,1931967,999999999,38603,-1,38711,0,50,false,3,7
NS,0,1,-1,8,1.0,0.05,1313975,0,1313975,999999999,25513,-1,26678,0,50,false,3,7
NS,1,1,-1,8,1.0,0.05,1315575,0,1315575,999999999,25838,-1,26764,0,50,false,3,7
NS,2,1,-1,8,1.0,0.05,1316393,0,1316393,999999999,25827,-1,26767,0,50,false,3,7
NS,3,1,-1,8,1.0,0.05,1312019,0,1312019,999999999,25451,-1,26703,0,50,false,3,7
NS,4,1,-1,8,1.0,0.05,1380126,0,1380126,999999999,27059,-1,27838,0,50,false,3,7
NS,0,0,-1,8,1.0,0.05,1383591,0,1383591,999999999,27502,-1,27924,0,50,false,3,7
NS,1,0,-1,8,1.0,0.05,1383178,0,1383178,999999999,27494,-1,27918,0,50,false,3,7
NS,2,0,-1,8,1.0,0.05,1383567,0,1383567,999999999,27514,-1,27941,0,50,false,3,7
NS,3,0,-1,8,1.0,0.05,1384377,0,1384377,999999999,27539,-1,27919,0,50,false,3,7
NS,4,0,-1,8,1.0,0.05,1382518,0,1382518,999999999,27488,-1,27907,0,50,false,3,7
NS,0,1,-1,11,1.0,0.05,1909851,0,1909851,999999999,37358,-1,38491,0,50,false,3,7
NS,1,1,-1,11,1.0,0.05,1916110,0,1916110,999999999,37625,-1,38554,0,50,false,3,7
NS,2,1,-1,11,1.0,0.05,1682909,0,1682909,999999999,32058,-1,34475,0,50,false,3,7
NS,3,1,-1,11,1.0,0.05,1902939,0,1902939,999999999,36862,-1,38354,0,50,false,3,7
NS,4,1,-1,11,1.0,0.05,1906553,0,1906553,999999999,37229,-1,38473,0,50,false,3,7
NS,0,0,-1,11,1.0,0.05,1931673,0,1931673,999999999,38582,-1,38702,0,50,false,3,7
NS,1,0,-1,11,1.0,0.05,1931855,0,1931855,999999999,38596,-1,38723,0,50,false,3,7
NS,2,0,-1,11,1.0,0.05,1932374,0,1932374,999999999,38614,-1,38758,0,50,false,3,7
NS,3,0,-1,11,1.0,0.05,1931971,0,1931971,999999999,38595,-1,38703,0,50,false,3,7
NS,4,0,-1,11,1.0,0.05,1932532,0,1932532,999999999,38618,-1,38721,0,50,false,3,7
NS,0,1,-1,11,1.0,0.05,1910385,0,1910385,999999999,37475,-1,38515,0,50,false,3,7
NS,1,1,-1,11,1.0,0.05,1683745,0,1683745,999999999,31649,-1,35141,0,50,false,3,7
NS,2,1,-1,11,1.0,0.05,1672956,0,1672956,999999999,31732,-1,34958,0,50,false,3,7
NS,3,1,-1,11,1.0,0.05,1647635,0,1647635,999999999,31787,-1,34391,0,50,false,3,7
NS,4,1,-1,11,1.0,0.05,1679847,0,1679847,999999999,31676,-1,34585,0,50,false,3,7
NS,0,0,-1,11,1.0,0.05,1932072,0,1932072,999999999,38603,-1,38736,0,50,false,3,7
NS,1,0,-1,11,1.0,0.05,1932322,0,1932322,999999999,38609,-1,38738,0,50,false,3,7
NS,2,0,-1,11,1.0,0.05,1932484,0,1932484,999999999,38617,-1,38742,0,50,false,3,7
NS,3,0,-1,11,1.0,0.05,1932425,0,1932425,999999999,38623,-1,38704,0,50,false,3,7
NS,4,0,-1,11,1.0,0.05,1931600,0,1931600,999999999,38597,-1,38709,0,50,false,3,7
NS,0,1,3,-1,0.0,0.1,938838,938838,0,9027,999999999,9807,-1,100,0,false,3,7
NS,1,1,3,-1,0.0,0.1,935577,935577,0,8955,999999999,9796,-1,100,0,false,3,7
NS,2,1,3,-1,0.0,0.1,938951,938951,0,8999,999999999,9833,-1,100,0,false,3,7
NS,3,1,3,-1,0.0,0.1,939201,939201,0,9041,999999999,9817,-1,100,0,false,3,7
NS,4,1,3,-1,0.0,0.1,939976,939976,0,9074,999999999,9781,-1,100,0,false,3,7
NS,0,0,3,-1,0.0,0.1,952515,952515,0,9233,999999999,9893,-1,100,0,false,3,7
NS,1,0,3,-1,0.0,0.1,948556,948556,0,9183,999999999,9891,-1,100,0,false,3,7
NS,2,0,3,-1,0.0,0.1,951842,951842,0,9230,999999999,9927,-1,100,0,false,3,7
NS,3,0,3,-1,0.0,0.1,949870,949870,0,9180,999999999,9879,-1,100,0,false,3,7
NS,4,0,3,-1,0.0,0.1,950563,950563,0,9193,999999999,9917,-1,100,0,false,3,7
NS,0,1,3,-1,0.0,0.1,944266,944266,0,8976,999999999,9844,-1,100,0,false,3,7
NS,1,1,3,-1,0.0,0.1,953760,953760,0,9150,999999999,9909,-1,100,0,false,3,7
NS,2,1,3,-1,0.0,0.1,952779,952779,0,9152,999999999,9874,-1,100,0,false,3,7
NS,3,1,3,-1,0.0,0.1,945103,945103,0,8983,999999999,9846,-1,100,0,false,3,7
NS,4,1,3,-1,0.0,0.1,950266,950266,0,9056,999999999,9907,-1,100,0,false,3,7
NS,0,0,3,-1,0.0,0.1,957335,957335,0,9341,999999999,9928,-1,100,0,false,3,7
NS,1,0,3,-1,0.0,0.1,955676,955676,0,9347,999999999,9910,-1,100,0,false,3,7
NS,2,0,3,-1,0.0,0.1,957968,957968,0,9350,999999999,9871,-1,100,0,false,3,7
NS,3,0,3,-1,0.0,0.1,959644,959644,0,9374,999999999,9895,-1,100,0,false,3,7
NS,4,0,3,-1,0.0,0.1,958682,958682,0,9362,999999999,9977,-1,100,0,false,3,7
NS,0,1,3,-1,0.0,0.1,950284,950284,0,8996,999999999,9872,-1,100,0,false,3,7
NS,1,1,3,-1,0.0,0.1,944894,944894,0,9019,999999999,9827,-1,100,0,false,3,7
NS,2,1,3,-1,0.0,0.1,944090,944090,0,8989,999999999,9824,-1,100,0,false,3,7
NS,3,1,3,-1,0.0,0.1,952212,952212,0,9075,999999999,9894,-1,100,0,false,3,7
NS,4,1,3,-1,0.0,0.1,942812,942812,0,8964,999999999,9794,-1,100,0,false,3,7
NS,0,0,3,-1,0.0,0.1,963348,963348,0,9458,999999999,9915,-1,100,0,false,3,7
NS,1,0,3,-1,0.0,0.1,962373,962373,0,9439,999999999,9892,-1,100,0,false,3,7
NS,2,0,3,-1,0.0,0.1,961742,961742,0,9441,999999999,9903,-1,100,0,false,3,7
NS,3,0,3,-1,0.0,0.1,961299,961299,0,9421,999999999,9892,-1,100,0,false,3,7
NS,4,0,3,-1,0.0,0.1,964120,964120,0,9457,999999999,9900,-1,100,0,false,3,7
NS,0,1,6,-1,0.0,0.1,1764645,1764645,0,13846,999999999,19439,-1,100,0,false,3,7
NS,1,1,6,-1,0.0,0.1,1769772,1769772,0,14768,999999999,19394,-1,100,0,false,3,7
NS,2,1,6,-1,0.0,0.1,1860920,1860920,0,15703,999999999,19923,-1,100,0,false,3,7
NS,3,1,6,-1,0.0,0.1,1763069,1763069,0,13901,999999999,19469,-1,100,0,false,3,7
NS,4,1,6,-1,0.0,0.1,1759170,1759170,0,15007,999999999,19219,-1,100,0,false,3,7
NS,0,0,6,-1,0.0,0.1,2021943,2021943,0,19957,999999999,20499,-1,100,0,false,3,7
NS,1,0,6,-1,0.0,0.1,2026437,2026437,0,20017,999999999,20455,-1,100,0,false,3,7
NS,2,0,6,-1,0.0,0.1,2025782,2025782,0,20016,999999999,20502,-1,100,0,false,3,7
NS,3,0,6,-1,0.0,0.1,2027737,2027737,0,20032,999999999,20552,-1,100,0,false,3,7
NS,4,0,6,-1,0.0,0.1,2023744,2023744,0,19963,999999999,20496,-1,100,0,false,3,7
NS,0,1,6,-1,0.0,0.1,1883634,1883634,0,15460,999999999,20062,-1,100,0,false,3,7
NS,1,1,6,-1,0.0,0.1,1932598,1932598,0,16574,999999999,20079,-1,100,0,false,3,7
NS,2,1,6,-1,0.0,0.1,1726367,1726367,0,11951,999999999,19542,-1,100,0,false,3,7
NS,3,1,6,-1,0.0,0.1,1736543,1736543,0,10824,999999999,19656,-1,100,0,false,3,7
NS,4,1,6,-1,0.0,0.1,1723754,1723754,0,10035,999999999,19596,-1,100,0,false,3,7
NS,0,0,6,-1,0.0,0.1,2040696,2040696,0,20149,999999999,20682,-1,100,0,false,3,7
NS,1,0,6,-1,0.0,0.1,2037888,2037888,0,20137,999999999,20669,-1,100,0,false,3,7
NS,2,0,6,-1,0.0,0.1,2040436,2040436,0,20161,999999999,20720,-1,100,0,false,3,7
NS,3,0,6,-1,0.0,0.1,2036677,2036677,0,20132,999999999,20637,-1,100,0,false,3,7
NS,4,0,6,-1,0.0,0.1,2037460,2037460,0,20131,999999999,20644,-1,100,0,false,3,7
NS,0,1,9,-1,0.0,0.1,1907273,1907273,0,10757,999999999,25689,-1,100,0,false,3,7
NS,1,1,9,-1,0.0,0.1,1910454,1910454,0,11253,999999999,26157,-1,100,0,false,3,7
NS,2,1,9,-1,0.0,0.1,1894030,1894030,0,7529,999999999,26024,-1,100,0,false,3,7
NS,3,1,9,-1,0.0,0.1,1910566,1910566,0,11378,999999999,26575,-1,100,0,false,3,7
NS,4,1,9,-1,0.0,0.1,1884778,1884778,0,10425,999999999,26108,-1,100,0,false,3,7
NS,0,0,9,-1,0.0,0.1,3142191,3142191,0,31374,999999999,31535,-1,100,0,false,3,7
NS,1,0,9,-1,0.0,0.1,3141801,3141801,0,31380,999999999,31539,-1,100,0,false,3,7
NS,2,0,9,-1,0.0,0.1,3141052,3141052,0,31346,999999999,31508,-1,100,0,false,3,7
NS,3,0,9,-1,0.0,0.1,3141965,3141965,0,31369,999999999,31509,-1,100,0,false,3,7
NS,4,0,9,-1,0.0,0.1,3140821,3140821,0,31335,999999999,31500,-1,100,0,false,3,7
NS,0,1,3,4,0.25,0.1,942492,706648,235844,9041,9180,9814,9688,75,25,false,3,7
NS,1,1,3,4,0.25,0.1,943663,706996,236667,9058,9158,9842,9714,75,25,false,3,7
NS,2,1,3,4,0.25,0.1,952640,715252,237388,9215,9297,9879,9707,75,25,false,3,7
NS,3,1,3,4,0.25,0.1,950611,712888,237723,9159,9274,9848,9650,75,25,false,3,7
NS,4,1,3,4,0.25,0.1,952954,715261,237693,9129,9296,9893,9697,75,25,false,3,7
NS,0,0,3,4,0.25,0.1,957320,716088,241232,9305,9437,9887,9841,75,25,false,3,7
NS,1,0,3,4,0.25,0.1,957200,717013,240187,9293,9432,9858,9783,75,25,false,3,7
NS,2,0,3,4,0.25,0.1,953076,713272,239804,9234,9427,9918,9807,75,25,false,3,7
NS,3,0,3,4,0.25,0.1,955039,714675,240364,9285,9479,9917,9763,75,25,false,3,7
NS,4,0,3,4,0.25,0.1,955021,713668,241353,9275,9450,9866,9827,75,25,false,3,7
NS,0,1,3,8,0.25,0.1,969863,710595,259268,8979,9725,9780,11165,75,25,false,3,7
NS,1,1,3,8,0.25,0.1,975122,718198,256924,9186,9461,9907,11495,75,25,false,3,7
NS,2,1,3,8,0.25,0.1,968242,711210,257032,9050,9616,9825,11035,75,25,false,3,7
NS,3,1,3,8,0.25,0.1,962010,709649,252361,9035,9229,9770,10736,75,25,false,3,7
NS,4,1,3,8,0.25,0.1,976183,720076,256107,9244,9467,9918,11337,75,25,false,3,7
NS,0,0,3,8,0.25,0.1,972342,720188,252154,9357,9477,9878,10636,75,25,false,3,7
NS,1,0,3,8,0.25,0.1,980009,723576,256433,9456,9673,9864,10809,75,25,false,3,7
NS,2,0,3,8,0.25,0.1,976965,722585,254380,9451,9673,9939,10703,75,25,false,3,7
NS,3,0,3,8,0.25,0.1,975640,721547,254093,9415,9638,9885,10819,75,25,false,3,7
NS,4,0,3,8,0.25,0.1,979175,721712,257463,9392,9684,9884,10952,75,25,false,3,7
NS,0,1,3,11,0.25,0.1,971558,718144,253414,9097,9260,9907,10987,75,25,false,3,7
NS,1,1,3,11,0.25,0.1,976424,718752,257672,9098,9262,9976,12456,75,25,false,3,7
NS,2,1,3,11,0.25,0.1,959310,707691,251619,8989,9345,9811,10802,75,25,false,3,7
NS,3,1,3,11,0.25,0.1,960373,710009,250364,8944,9466,9801,10566,75,25,false,3,7
NS,4,1,3,11,0.25,0.1,978286,719462,258824,9109,9489,9918,11709,75,25,false,3,7
NS,0,0,3,11,0.25,0.1,975247,729273,245974,9611,9687,9923,9983,75,25,false,3,7
NS,1,0,3,11,0.25,0.1,976571,726559,250012,9542,9691,9885,10705,75,25,false,3,7
NS,2,0,3,11,0.25,0.1,974232,726783,247449,9538,9617,9888,10581,75,25,false,3,7
NS,3,0,3,11,0.25,0.1,979009,729674,249335,9597,9744,9882,10739,75,25,false,3,7
NS,4,0,3,11,0.25,0.1,975574,728416,247158,9553,9756,9917,10098,75,25,false,3,7
NS,0,1,6,8,0.25,0.1,1774406,1315773,458633,13809,16261,19233,19675,75,25,false,3,7
NS,1,1,6,8,0.25,0.1,1874798,1409766,465032,14635,16112,19948,19949,75,25,false,3,7
NS,2,1,6,8,0.25,0.1,1863081,1399020,464061,15569,16932,19939,19796,75,25,false,3,7
NS,3,1,6,8,0.25,0.1,1768701,1319844,448857,14884,15741,19232,19608,75,25,false,3,7
NS,4,1,6,8,0.25,0.1,1852207,1383782,468425,12956,16535,19842,19755,75,25,false,3,7
NS,0,0,6,8,0.25,0.1,2034661,1524960,509701,20079,20152,20590,21110,75,25,false,3,7
NS,1,0,6,8,0.25,0.1,2030535,1521262,509273,20033,20023,20566,21322,75,25,false,3,7
NS,2,0,6,8,0.25,0.1,2038292,1527062,511230,20145,20182,20559,21308,75,25,false,3,7
NS,3,0,6,8,0.25,0.1,2030981,1519252,511729,20023,20080,20526,21279,75,25,false,3,7
NS,4,0,6,8,0.25,0.1,2030690,1521897,508793,20014,20050,20512,20952,75,25,false,3,7
NS,0,1,6,11,0.25,0.1,1922561,1442510,480051,16394,17891,20088,20106,75,25,false,3,7
NS,1,1,6,11,0.25,0.1,1741600,1294352,447248,9603,11189,19684,19862,75,25,false,3,7
NS,2,1,6,11,0.25,0.1,1740480,1295337,445143,8881,14298,19531,19866,75,25,false,3,7
NS,3,1,6,11,0.25,0.1,1850765,1386058,464707,13549,15189,19922,19877,75,25,false,3,7
NS,4,1,6,11,0.25,0.1,1897880,1422239,475641,15714,17490,19984,19975,75,25,false,3,7
NS,0,0,6,11,0.25,0.1,2043387,1531579,511808,20227,20265,20731,21106,75,25,false,3,7
NS,1,0,6,11,0.25,0.1,2040289,1529504,510785,20180,20231,20603,21395,75,25,false,3,7
NS,2,0,6,11,0.25,0.1,2041813,1530333,511480,20199,20214,20628,20770,75,25,false,3,7
NS,3,0,6,11,0.25,0.1,2043646,1530641,513005,20234,20274,20674,20996,75,25,false,3,7
NS,4,0,6,11,0.25,0.1,2044783,1531999,512784,20162,20261,20659,20859,75,25,false,3,7
NS,0,1,9,11,0.25,0.1,1900422,1418731,481691,10361,10817,25076,24342,75,25,false,3,7
NS,1,1,9,11,0.25,0.1,1914443,1438414,476029,7696,11182,26886,24912,75,25,false,3,7
NS,2,1,9,11,0.25,0.1,1898967,1423590,475377,10882,13423,26279,24000,75,25,false,3,7
NS,3,1,9,11,0.25,0.1,1912110,1432136,479974,10876,10771,26503,25919,75,25,false,3,7
NS,4,1,9,11,0.25,0.1,1909369,1441107,468262,10938,12672,26241,24908,75,25,false,3,7
NS,0,0,9,11,0.25,0.1,3140654,2355911,784743,31328,31337,31516,31486,75,25,false,3,7
NS,1,0,9,11,0.25,0.1,3142837,2357231,785606,31378,31385,31521,31500,75,25,false,3,7
NS,2,0,9,11,0.25,0.1,3140723,2356157,784566,31286,31296,31526,31513,75,25,false,3,7
NS,3,0,9,11,0.25,0.1,3140126,2355084,785042,31302,31314,31516,31520,75,25,false,3,7
NS,4,0,9,11,0.25,0.1,3143170,2357534,785636,31372,31386,31513,31502,75,25,false,3,7
NS,0,1,3,4,0.5,0.1,964994,478898,486096,9281,9342,9944,10243,50,50,false,3,7
NS,1,1,3,4,0.5,0.1,956233,474151,482082,9165,9281,9820,10087,50,50,false,3,7
NS,2,1,3,4,0.5,0.1,967092,479517,487575,9328,9374,9898,10310,50,50,false,3,7
NS,3,1,3,4,0.5,0.1,960273,472991,487282,9088,9336,9821,10246,50,50,false,3,7
NS,4,1,3,4,0.5,0.1,964052,479347,484705,9264,9407,9907,9977,50,50,false,3,7
NS,0,0,3,4,0.5,0.1,971453,479217,492236,9413,9479,9864,10375,50,50,false,3,7
NS,1,0,3,4,0.5,0.1,967896,477159,490737,9370,9455,9877,10203,50,50,false,3,7
NS,2,0,3,4,0.5,0.1,969596,479827,489769,9396,9533,9909,10179,50,50,false,3,7
NS,3,0,3,4,0.5,0.1,971386,481438,489948,9479,9554,9923,10024,50,50,false,3,7
NS,4,0,3,4,0.5,0.1,971623,478499,493124,9366,9569,9906,10388,50,50,false,3,7
NS,0,1,3,8,0.5,0.1,1002287,479545,522742,9207,9519,9794,11227,50,50,false,3,7
NS,1,1,3,8,0.5,0.1,1032005,483078,548927,9210,9670,9925,13374,50,50,false,3,7
NS,2,1,3,8,0.5,0.1,1012898,479265,533633,9197,9668,9808,11901,50,50,false,3,7
NS,3,1,3,8,0.5,0.1,1007367,478677,528690,9034,9430,9851,11362,50,50,false,3,7
NS,4,1,3,8,0.5,0.1,1004339,479857,524482,9197,9404,9839,11501,50,50,false,3,7
NS,0,0,3,8,0.5,0.1,1024248,486107,538141,9615,9805,9901,12069,50,50,false,3,7
NS,1,0,3,8,0.5,0.1,1021820,486971,534849,9629,9841,9898,11768,50,50,false,3,7
NS,2,0,3,8,0.5,0.1,1031890,486158,545732,9610,9740,9891,12615,50,50,false,3,7
NS,3,0,3,8,0.5,0.1,1032886,487082,545804,9641,9863,9925,12632,50,50,false,3,7
NS,4,0,3,8,0.5,0.1,1035324,488004,547320,9645,9827,9923,12887,50,50,false,3,7
NS,0,1,3,11,0.5,0.1,1052100,488727,563373,9348,9700,9888,15067,50,50,false,3,7
NS,1,1,3,11,0.5,0.1,1001884,478956,522928,9086,9713,9825,11507,50,50,false,3,7
NS,2,1,3,11,0.5,0.1,1005362,478516,526846,9147,9574,9825,11240,50,50,false,3,7
NS,3,1,3,11,0.5,0.1,1069514,486580,582934,9330,9836,9872,14548,50,50,false,3,7
NS,4,1,3,11,0.5,0.1,994915,479338,515577,9155,9783,9833,10582,50,50,false,3,7
NS,0,0,3,11,0.5,0.1,1011535,489671,521864,9649,9788,9919,11511,50,50,false,3,7
NS,1,0,3,11,0.5,0.1,1029475,488893,540582,9656,9868,9929,12273,50,50,false,3,7
NS,2,0,3,11,0.5,0.1,1034751,489569,545182,9635,9735,9920,11738,50,50,false,3,7
NS,3,0,3,11,0.5,0.1,1006830,489998,516832,9680,9864,9939,10759,50,50,false,3,7
NS,4,0,3,11,0.5,0.1,1015331,489205,526126,9706,9731,9932,11643,50,50,false,3,7
NS,0,1,6,8,0.5,0.1,1866995,937714,929281,16660,14969,19922,20040,50,50,false,3,7
NS,1,1,6,8,0.5,0.1,1924879,970876,954003,15530,16086,20056,20080,50,50,false,3,7
NS,2,1,6,8,0.5,0.1,1850457,937727,912730,16394,14962,19945,19895,50,50,false,3,7
NS,3,1,6,8,0.5,0.1,1860185,926109,934076,15381,16008,19886,20092,50,50,false,3,7
NS,4,1,6,8,0.5,0.1,1861392,933846,927546,15762,14077,20003,19886,50,50,false,3,7
NS,0,0,6,8,0.5,0.1,2042164,1013041,1029123,20054,20120,20493,21405,50,50,false,3,7
NS,1,0,6,8,0.5,0.1,2047877,1014830,1033047,20037,20124,20572,21287,50,50,false,3,7
NS,2,0,6,8,0.5,0.1,2045677,1016902,1028775,20128,20158,20473,21926,50,50,false,3,7
NS,3,0,6,8,0.5,0.1,2044589,1015907,1028682,20150,20163,20534,21544,50,50,false,3,7
NS,4,0,6,8,0.5,0.1,2042779,1015346,1027433,20009,20126,20508,21179,50,50,false,3,7
NS,0,1,6,11,0.5,0.1,1744556,832033,912523,14127,14703,19251,20073,50,50,false,3,7
NS,1,1,6,11,0.5,0.1,1892962,933148,959814,11380,15009,20127,20476,50,50,false,3,7
NS,2,1,6,11,0.5,0.1,1740912,840899,900013,11368,12680,19255,20431,50,50,false,3,7
NS,3,1,6,11,0.5,0.1,1749383,826772,922611,8652,14002,19632,20380,50,50,false,3,7
NS,4,1,6,11,0.5,0.1,1926423,960837,965586,15609,16313,20149,20583,50,50,false,3,7
NS,0,0,6,11,0.5,0.1,2056889,1020877,1036012,20212,20265,20536,22060,50,50,false,3,7
NS,1,0,6,11,0.5,0.1,2060697,1020338,1040359,20264,20294,20603,22890,50,50,false,3,7
NS,2,0,6,11,0.5,0.1,2108244,1023185,1085059,20310,20343,20640,27329,50,50,false,3,7
NS,3,0,6,11,0.5,0.1,2051760,1021812,1029948,20262,20322,20557,21597,50,50,false,3,7
NS,4,0,6,11,0.5,0.1,2053037,1021821,1031216,20246,20349,20595,21717,50,50,false,3,7
NS,0,1,9,11,0.5,0.1,1935131,1003168,931963,8542,12522,26729,25129,50,50,false,3,7
NS,1,1,9,11,0.5,0.1,1931752,971762,959990,10830,7758,26535,26928,50,50,false,3,7
NS,2,1,9,11,0.5,0.1,1954432,989120,965312,12957,13182,26007,25848,50,50,false,3,7
NS,3,1,9,11,0.5,0.1,1947129,962251,984878,10769,12436,25218,26561,50,50,false,3,7
NS,4,1,9,11,0.5,0.1,1914376,946249,968127,9995,9284,25172,26775,50,50,false,3,7
NS,0,0,9,11,0.5,0.1,3143764,1572106,1571658,31356,31364,31513,31528,50,50,false,3,7
NS,1,0,9,11,0.5,0.1,3141866,1571230,1570636,31338,31332,31513,31521,50,50,false,3,7
NS,2,0,9,11,0.5,0.1,3131449,1566002,1565447,31163,31172,31482,31497,50,50,false,3,7
NS,3,0,9,11,0.5,0.1,3135998,1567160,1568838,31230,31249,31534,31759,50,50,false,3,7
NS,4,0,9,11,0.5,0.1,3138199,1569411,1568788,31229,31235,31515,31499,50,50,false,3,7
NS,0,1,3,4,0.75,0.1,1000390,237368,763022,9138,9503,9802,10619,25,75,false,3,7
NS,1,1,3,4,0.75,0.1,1006073,239789,766284,9277,9430,9874,10595,25,75,false,3,7
NS,2,1,3,4,0.75,0.1,1003515,240547,762968,9378,9413,9901,10651,25,75,false,3,7
NS,3,1,3,4,0.75,0.1,1010091,240517,769574,9335,9667,9912,10638,25,75,false,3,7
NS,4,1,3,4,0.75,0.1,1006253,237583,768670,9164,9746,9855,10569,25,75,false,3,7
NS,0,0,3,4,0.75,0.1,1013071,239086,773985,9369,9759,9849,11168,25,75,false,3,7
NS,1,0,3,4,0.75,0.1,1015903,241046,774857,9433,9778,9865,10815,25,75,false,3,7
NS,2,0,3,4,0.75,0.1,1013618,240096,773522,9386,9767,9901,10825,25,75,false,3,7
NS,3,0,3,4,0.75,0.1,1012833,239030,773803,9393,9458,9858,10764,25,75,false,3,7
NS,4,0,3,4,0.75,0.1,1018784,240574,778210,9399,9679,9906,10781,25,75,false,3,7
NS,0,1,3,8,0.75,0.1,1148525,238602,909923,9142,10023,9888,14791,25,75,false,3,7
NS,1,1,3,8,0.75,0.1,1149626,241414,908212,9400,10379,9904,14824,25,75,false,3,7
NS,2,1,3,8,0.75,0.1,1116555,233588,882967,8866,10135,9804,13499,25,75,false,3,7
NS,3,1,3,8,0.75,0.1,1118940,235686,883254,9090,9931,9824,13957,25,75,false,3,7
NS,4,1,3,8,0.75,0.1,1089111,233274,855837,8806,9974,9765,12965,25,75,false,3,7
NS,0,0,3,8,0.75,0.1,1109862,242968,866894,9575,10351,9902,13253,25,75,false,3,7
NS,1,0,3,8,0.75,0.1,1100689,243917,856772,9647,9820,9906,12812,25,75,false,3,7
NS,2,0,3,8,0.75,0.1,1128302,243403,884899,9522,10186,9942,13558,25,75,false,3,7
NS,3,0,3,8,0.75,0.1,1100380,243430,856950,9610,9817,9956,12660,25,75,false,3,7
NS,4,0,3,8,0.75,0.1,1086007,242010,843997,9576,9862,9905,12670,25,75,false,3,7
NS,0,1,3,11,0.75,0.1,1039323,234489,804834,8940,9354,9813,11568,25,75,false,3,7
NS,1,1,3,11,0.75,0.1,1053495,236498,816997,8950,9578,9835,12056,25,75,false,3,7
NS,2,1,3,11,0.75,0.1,1076093,234053,842040,8822,9162,9803,12810,25,75,false,3,7
NS,3,1,3,11,0.75,0.1,1168987,239956,929031,9080,9538,9860,15368,25,75,false,3,7
NS,4,1,3,11,0.75,0.1,1191420,242867,948553,9219,9872,9933,15110,25,75,false,3,7
NS,0,0,3,11,0.75,0.1,1054075,242778,811297,9590,9800,9949,11916,25,75,false,3,7
NS,1,0,3,11,0.75,0.1,1059676,243573,816103,9626,9738,9935,12408,25,75,false,3,7
NS,2,0,3,11,0.75,0.1,1131805,243355,888450,9418,9837,9921,13605,25,75,false,3,7
NS,3,0,3,11,0.75,0.1,1072465,244519,827946,9437,9851,9933,12018,25,75,false,3,7
NS,4,0,3,11,0.75,0.1,1133354,244096,889258,9514,9880,9926,13307,25,75,false,3,7
NS,0,1,6,8,0.75,0.1,1823625,419195,1404430,14060,15420,18324,20909,25,75,false,3,7
NS,1,1,6,8,0.75,0.1,1828359,416584,1411775,14101,15835,18573,20852,25,75,false,3,7
NS,2,1,6,8,0.75,0.1,1821013,419789,1401224,14193,14844,18466,21133,25,75,false,3,7
NS,3,1,6,8,0.75,0.1,1827640,420318,1407322,13396,16091,18704,20736,25,75,false,3,7
NS,4,1,6,8,0.75,0.1,1825277,415619,1409658,14010,13384,17836,20504,25,75,false,3,7
NS,0,0,6,8,0.75,0.1,2068853,506703,1562150,19978,20029,20595,21879,25,75,false,3,7
NS,1,0,6,8,0.75,0.1,2106464,508272,1598192,20003,20011,20659,24800,25,75,false,3,7
NS,2,0,6,8,0.75,0.1,2090630,506404,1584226,19904,20280,20589,22803,25,75,false,3,7
NS,3,0,6,8,0.75,0.1,2113451,507857,1605594,19922,20173,20681,24680,25,75,false,3,7
NS,4,0,6,8,0.75,0.1,2094311,508788,1585523,20006,20203,20609,22738,25,75,false,3,7
NS,0,1,6,11,0.75,0.1,1823599,406810,1416789,14751,14701,18562,20917,25,75,false,3,7
NS,1,1,6,11,0.75,0.1,1783202,397621,1385581,11929,11943,18662,21271,25,75,false,3,7
NS,2,1,6,11,0.75,0.1,1813387,411497,1401890,12523,13556,19648,21106,25,75,false,3,7
